Gender,Nationality,Class Level,Age,School Type,Main Administration,Candidacy type,Degree
female,Saudi,3,17,Private,Mecca,Self-Candidacy,627
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,593
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,720
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,653
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,660
male,Saudi,3,17,Private,Riyadh,Self-Candidacy,627
female,Saudi,3,17,Governmental,Eastern,Talented-Candidacy,673
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,607
male,Saudi,3,17,Governmental,Jazan,Self-Candidacy,653
female,Saudi,3,17,Private,Mecca,Self-Candidacy,640
female,Saudi,3,17,Governmental,Mecca,Talented-Candidacy,647
male,Saudi,3,17,Governmental,Qaseem,Talented-Candidacy,640
female,Saudi,3,17,Private,Eastern,Self-Candidacy,687
male,Saudi,3,17,Governmental,Aseer,Self-Candidacy,500
female,Saudi,3,17,Governmental,Hudud-Shimaliyyah,Talented-Candidacy,687
male,Saudi,3,17,Governmental,Aseer,Self-Candidacy,627
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,640
female,Saudi,3,17,Governmental,Eastern,Talented-Candidacy,613
female,Saudi,3,17,Governmental,Aseer,Talented-Candidacy,587
male,Saudi,3,17,Governmental,Mecca,Self-Candidacy,713
female,Saudi,3,17,Private,Eastern,Self-Candidacy,660
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,613
female,Saudi,3,17,Governmental,Riyadh,Talented-Candidacy,653
male,Saudi,3,17,Private,Riyadh,Self-Candidacy,707
male,Saudi,3,17,Private,Riyadh,Self-Candidacy,600
female,Saudi,3,17,Governmental,Riyadh,Talented-Candidacy,627
male,Saudi,3,17,Private,Jawf,Talented-Candidacy,640
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,673
male,Saudi,3,17,Private,Eastern,Self-Candidacy,693
male,Saudi,3,17,Governmental,Mecca,Self-Candidacy,713
female,Saudi,3,17,Governmental,Riyadh,Self-Candidacy,613
male,Saudi,3,17,Private,Mecca,Self-Candidacy,707
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,647
male,Saudi,3,17,Governmental,Mecca,Self-Candidacy,740
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,687
female,Saudi,3,17,Private,Tabuk,Talented-Candidacy,693
male,Saudi,3,17,Private,Eastern,Self-Candidacy,640
female,Saudi,3,17,Private,Eastern,Self-Candidacy,720
male,Saudi,3,17,Private,Riyadh,Self-Candidacy,627
male,Saudi,3,17,Governmental,Mecca,Talented-Candidacy,633
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,593
female,Saudi,3,17,Governmental,Aseer,Self-Candidacy,627
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,660
female,Saudi,3,17,Private,Mecca,Self-Candidacy,713
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,607
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,613
female,Saudi,3,17,Private,Riyadh,Self-Candidacy,633
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,740
male,Saudi,3,17,Governmental,Madinah,Self-Candidacy,640
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,707
female,Saudi,3,17,Private,Riyadh,Self-Candidacy,587
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,627
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,700
male,Saudi,3,17,Governmental,Riyadh,Self-Candidacy,627
female,Saudi,3,17,Governmental,Riyadh,Self-Candidacy,640
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,627
female,Saudi,3,17,Governmental,Eastern,Talented-Candidacy,613
female,Saudi,3,17,Governmental,Riyadh,Self-Candidacy,680
female,Saudi,3,17,Governmental,Eastern,Talented-Candidacy,633
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,640
male,Saudi,3,17,Governmental,Mecca,Talented-Candidacy,613
female,Saudi,3,17,Private,Eastern,Self-Candidacy,707
female,Saudi,3,17,Private,Eastern,Self-Candidacy,653
female,Saudi,3,18,Governmental,Mecca,Self-Candidacy,607
male,Saudi,3,17,Governmental,Riyadh,Talented-Candidacy,700
male,Saudi,3,17,Governmental,Jawf,Self-Candidacy,627
male,Saudi,3,17,Governmental,Madinah,Talented-Candidacy,660
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,640
female,Saudi,3,17,Private,Riyadh,Talented-Candidacy,607
male,Saudi,3,17,Private,Tabuk,Self-Candidacy,653
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,673
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,653
female,Saudi,3,17,Governmental,Najran,Self-Candidacy,667
male,Saudi,3,17,Governmental,Mecca,Talented-Candidacy,693
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,760
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,680
female,Saudi,3,18,Governmental,Mecca,Self-Candidacy,653
female,Saudi,3,18,Governmental,Mecca,Self-Candidacy,640
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,660
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,633
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,747
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,660
female,Saudi,3,17,Governmental,Eastern,Talented-Candidacy,640
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,713
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,707
female,Saudi,3,17,Governmental,Eastern,Talented-Candidacy,620
female,Saudi,3,17,Governmental,Bahah,Self-Candidacy,647
male,Saudi,3,17,Private,Riyadh,Self-Candidacy,693
female,Saudi,3,17,Private,Eastern,Self-Candidacy,667
male,Saudi,3,17,Private,Riyadh,Self-Candidacy,640
male,Saudi,3,17,Governmental,Eastern,Talented-Candidacy,693
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,613
male,Saudi,3,17,Governmental,Riyadh,Self-Candidacy,633
male,Saudi,3,17,Governmental,Aseer,Self-Candidacy,667
female,Saudi,3,17,Private,Madinah,Self-Candidacy,567
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,660
male,Saudi,3,17,Private,Eastern,Self-Candidacy,720
female,Saudi,3,17,Governmental,Jazan,Self-Candidacy,627
female,Saudi,3,17,Governmental,Jazan,Talented-Candidacy,667
female,Saudi,3,17,Private,Riyadh,Self-Candidacy,627
female,Saudi,3,17,Governmental,Mecca,Talented-Candidacy,673
male,Saudi,3,17,Private,Riyadh,Self-Candidacy,660
female,Saudi,3,17,Governmental,Aseer,Self-Candidacy,627
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,760
female,Saudi,3,17,Private,Mecca,Talented-Candidacy,700
male,Saudi,3,17,Governmental,Riyadh,Self-Candidacy,467
female,Saudi,3,17,Governmental,Madinah,Talented-Candidacy,713
male,Saudi,3,17,Governmental,Mecca,Self-Candidacy,720
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,640
male,Saudi,3,17,Governmental,Unknown,Self-Candidacy,647
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,687
male,Saudi,3,17,Governmental,Mecca,Self-Candidacy,700
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,600
male,Saudi,3,17,Governmental,Riyadh,Talented-Candidacy,620
male,Saudi,3,17,Governmental,Mecca,Talented-Candidacy,660
female,Saudi,3,17,Governmental,Jawf,Talented-Candidacy,593
female,Saudi,3,17,Private,Eastern,Self-Candidacy,713
male,Saudi,3,17,Governmental,Qaseem,Self-Candidacy,693
male,Saudi,3,17,Governmental,Riyadh,Talented-Candidacy,680
female,Saudi,3,17,Governmental,Qaseem,Self-Candidacy,700
male,Saudi,3,17,Governmental,Bahah,Talented-Candidacy,667
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,567
male,Saudi,3,17,Governmental,Madinah,Talented-Candidacy,607
male,Saudi,3,17,Private,Riyadh,Self-Candidacy,627
female,Saudi,3,17,Private,Eastern,Self-Candidacy,707
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,607
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,580
male,Saudi,3,17,Governmental,Mecca,Self-Candidacy,647
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,713
female,Saudi,3,17,Governmental,Madinah,Self-Candidacy,633
male,Saudi,3,17,Governmental,Qaseem,Self-Candidacy,600
male,Saudi,3,17,Governmental,Bahah,Talented-Candidacy,660
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,667
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,500
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,740
female,Saudi,3,17,Private,Mecca,Talented-Candidacy,713
female,Saudi,3,17,Governmental,Eastern,Talented-Candidacy,753
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,627
female,Saudi,3,18,Governmental,Mecca,Self-Candidacy,613
female,Saudi,3,17,Governmental,Hudud-Shimaliyyah,Talented-Candidacy,647
female,Saudi,3,17,Governmental,Riyadh,Talented-Candidacy,600
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,613
male,Saudi,3,17,Governmental,Eastern,Talented-Candidacy,660
male,Saudi,3,17,Private,Riyadh,Self-Candidacy,707
male,Saudi,3,17,Governmental,Mecca,Talented-Candidacy,647
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,660
female,Saudi,3,17,Governmental,Jazan,Self-Candidacy,660
male,Saudi,3,17,Governmental,Bahah,Talented-Candidacy,640
female,Saudi,3,17,Private,Eastern,Self-Candidacy,580
male,Saudi,3,17,Governmental,Eastern,Talented-Candidacy,653
male,Saudi,3,17,Governmental,Hudud-Shimaliyyah,Talented-Candidacy,733
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,733
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,700
female,Saudi,3,17,Governmental,Riyadh,Self-Candidacy,653
female,Saudi,3,17,Governmental,Madinah,Self-Candidacy,647
male,Saudi,3,17,Governmental,Unknown,Self-Candidacy,707
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,700
male,Saudi,3,17,Governmental,Jazan,Self-Candidacy,500
female,Saudi,3,17,Governmental,Qaseem,Self-Candidacy,580
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,660
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,607
male,Saudi,3,17,Governmental,Riyadh,Talented-Candidacy,620
male,Saudi,3,17,Governmental,Qaseem,Self-Candidacy,647
male,Saudi,3,17,Governmental,Mecca,Self-Candidacy,680
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,673
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,507
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,740
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,660
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,607
female,Saudi,3,17,Governmental,Madinah,Self-Candidacy,620
male,Saudi,3,17,Governmental,Mecca,Talented-Candidacy,747
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,687
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,607
female,Saudi,3,17,Governmental,Aseer,Self-Candidacy,527
female,Saudi,3,17,Governmental,Madinah,Self-Candidacy,680
female,Saudi,3,17,Governmental,Hail,Talented-Candidacy,667
male,Saudi,3,18,Governmental,Jazan,Self-Candidacy,593
female,Saudi,3,17,Governmental,Eastern,Talented-Candidacy,613
female,Saudi,3,17,Governmental,Eastern,Talented-Candidacy,680
male,Saudi,3,17,Private,Madinah,Self-Candidacy,653
female,Saudi,3,17,Foreign,Eastern,Self-Candidacy,660
male,Saudi,3,17,Governmental,Madinah,Talented-Candidacy,680
male,Saudi,3,17,Private,Mecca,Self-Candidacy,600
female,Saudi,3,17,Governmental,Riyadh,Self-Candidacy,660
male,Saudi,3,17,Governmental,Jazan,Talented-Candidacy,647
male,Saudi,3,17,Governmental,Jazan,Self-Candidacy,680
female,Saudi,3,17,Governmental,Najran,Talented-Candidacy,567
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,667
female,Saudi,3,17,Governmental,Madinah,Self-Candidacy,653
male,Saudi,3,17,Governmental,Qaseem,Talented-Candidacy,640
female,Saudi,3,17,Private,Mecca,Self-Candidacy,653
male,Saudi,3,17,Private,Aseer,Self-Candidacy,633
female,Saudi,3,17,Governmental,Madinah,Talented-Candidacy,653
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,700
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,673
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,700
male,Saudi,3,17,Governmental,Madinah,Self-Candidacy,800
male,Saudi,3,17,Governmental,Madinah,Talented-Candidacy,687
female,Saudi,3,17,Private,Riyadh,Talented-Candidacy,593
female,Saudi,3,17,Governmental,Riyadh,Talented-Candidacy,647
male,Saudi,3,17,Governmental,Riyadh,Self-Candidacy,613
female,Saudi,3,17,Governmental,Jazan,Self-Candidacy,633
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,660
male,Saudi,3,17,Governmental,Aseer,Self-Candidacy,567
female,Saudi,3,17,Private,Riyadh,Self-Candidacy,627
male,Saudi,3,17,Private,Aseer,Talented-Candidacy,527
female,Saudi,3,17,Governmental,Aseer,Self-Candidacy,720
male,Saudi,3,17,Governmental,Qaseem,Self-Candidacy,713
female,Saudi,3,17,Governmental,Tabuk,Talented-Candidacy,580
female,Saudi,3,17,Private,Riyadh,Self-Candidacy,720
female,Saudi,3,17,Private,Mecca,Self-Candidacy,587
male,Saudi,3,17,Governmental,Mecca,Self-Candidacy,740
male,Saudi,3,17,Governmental,Riyadh,Talented-Candidacy,607
female,Saudi,3,17,Private,Eastern,Self-Candidacy,680
female,Saudi,3,17,Private,Tabuk,Self-Candidacy,640
male,Saudi,3,17,Foreign,Mecca,Self-Candidacy,700
male,Saudi,3,17,Foreign,Mecca,Self-Candidacy,620
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,593
female,Saudi,3,17,Governmental,Aseer,Talented-Candidacy,667
female,Saudi,3,17,Private,Eastern,Self-Candidacy,680
male,Saudi,3,17,Private,Eastern,Self-Candidacy,567
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,647
female,Saudi,3,17,Governmental,Qaseem,Talented-Candidacy,613
female,Saudi,3,17,Governmental,Aseer,Self-Candidacy,527
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,693
female,Saudi,3,17,Governmental,Qaseem,Self-Candidacy,640
female,Saudi,3,17,Governmental,Aseer,Self-Candidacy,427
male,Saudi,3,17,Private,Mecca,Self-Candidacy,700
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,473
male,Saudi,3,17,Private,Riyadh,Self-Candidacy,780
male,Saudi,3,17,Governmental,Qaseem,Self-Candidacy,620
female,Saudi,3,17,Private,Mecca,Self-Candidacy,613
female,Saudi,3,17,Private,Riyadh,Self-Candidacy,600
female,Saudi,3,17,Governmental,Qaseem,Self-Candidacy,727
female,Saudi,3,17,Governmental,Bahah,Self-Candidacy,647
female,Saudi,3,17,Governmental,Aseer,Self-Candidacy,660
male,Saudi,3,17,Governmental,Mecca,Self-Candidacy,667
female,Saudi,3,17,Governmental,Riyadh,Self-Candidacy,607
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,640
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,627
female,Saudi,3,17,Private,Eastern,Self-Candidacy,680
male,Saudi,3,18,Governmental,Mecca,Self-Candidacy,560
female,Saudi,3,17,Governmental,Qaseem,Self-Candidacy,687
male,Saudi,3,17,Governmental,Riyadh,Talented-Candidacy,740
male,Saudi,3,17,Governmental,Jawf,Self-Candidacy,627
female,Saudi,3,17,Private,Mecca,Self-Candidacy,660
male,Saudi,3,17,Governmental,Eastern,Talented-Candidacy,687
male,Saudi,3,17,Private,Tabuk,Self-Candidacy,687
male,Saudi,3,17,Governmental,Madinah,Self-Candidacy,700
male,Saudi,3,17,Private,Madinah,Talented-Candidacy,693
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,687
male,Saudi,3,18,Governmental,Jazan,Self-Candidacy,660
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,660
female,Saudi,3,17,Governmental,Riyadh,Self-Candidacy,633
female,Saudi,3,17,Governmental,Najran,Talented-Candidacy,600
female,Saudi,3,16,Governmental,Bahah,Self-Candidacy,613
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,580
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,633
female,Saudi,3,17,Governmental,Madinah,Self-Candidacy,660
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,640
male,Saudi,3,17,Private,Riyadh,Self-Candidacy,640
male,Saudi,3,17,Governmental,Eastern,Talented-Candidacy,733
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,547
male,Saudi,3,17,Private,Madinah,Self-Candidacy,653
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,667
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,687
female,Saudi,3,17,Governmental,Jazan,Self-Candidacy,580
male,Saudi,3,17,Private,Eastern,Self-Candidacy,720
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,653
male,Saudi,3,17,Governmental,Mecca,Self-Candidacy,720
male,Saudi,3,16,Governmental,Hudud-Shimaliyyah,Talented-Candidacy,627
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,627
female,Saudi,3,17,Governmental,Eastern,Talented-Candidacy,720
male,Saudi,3,17,Governmental,Mecca,Talented-Candidacy,693
male,Saudi,3,18,Private,Mecca,Self-Candidacy,700
male,Saudi,3,17,Private,Mecca,Self-Candidacy,660
female,Saudi,3,17,Governmental,Riyadh,Talented-Candidacy,700
female,Saudi,3,17,Governmental,Qaseem,Self-Candidacy,647
female,Saudi,3,17,Private,Eastern,Self-Candidacy,660
male,Saudi,3,17,Governmental,Hudud-Shimaliyyah,Self-Candidacy,627
female,Saudi,3,17,Governmental,Riyadh,Talented-Candidacy,660
female,Saudi,3,17,Governmental,Madinah,Self-Candidacy,680
male,Saudi,3,17,Private,Riyadh,Self-Candidacy,707
male,Saudi,3,17,Governmental,Eastern,Talented-Candidacy,580
male,Saudi,3,17,Governmental,Madinah,Self-Candidacy,700
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,640
female,Saudi,3,16,Governmental,Eastern,Self-Candidacy,620
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,667
male,Saudi,3,17,Private,Eastern,Self-Candidacy,627
female,Saudi,3,17,Governmental,Aseer,Talented-Candidacy,680
male,Saudi,3,17,Governmental,Qaseem,Talented-Candidacy,687
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,627
male,Saudi,3,17,Governmental,Bahah,Self-Candidacy,640
female,Saudi,3,17,Private,Eastern,Self-Candidacy,693
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,673
male,Saudi,3,17,Governmental,Qaseem,Self-Candidacy,660
female,Saudi,3,17,Governmental,Riyadh,Self-Candidacy,620
female,Saudi,3,17,Private,Eastern,Self-Candidacy,640
male,Saudi,3,17,Private,Eastern,Self-Candidacy,667
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,580
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,693
female,Saudi,3,16,Governmental,Eastern,Talented-Candidacy,627
female,Saudi,3,16,Governmental,Eastern,Talented-Candidacy,693
male,Saudi,3,17,Governmental,Mecca,Talented-Candidacy,627
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,673
female,Saudi,3,17,Governmental,Madinah,Self-Candidacy,673
female,Saudi,3,16,Governmental,Eastern,Self-Candidacy,707
female,Saudi,3,17,Governmental,Riyadh,Self-Candidacy,607
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,673
female,Saudi,3,17,Governmental,Aseer,Self-Candidacy,633
female,Saudi,3,16,Governmental,Madinah,Talented-Candidacy,700
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,700
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,673
male,Saudi,3,16,Governmental,Madinah,Self-Candidacy,713
female,Saudi,3,17,Governmental,Aseer,Self-Candidacy,520
female,Saudi,3,16,Governmental,Eastern,Self-Candidacy,687
female,Saudi,3,16,Governmental,Mecca,Talented-Candidacy,667
male,Saudi,3,16,Governmental,Jazan,Talented-Candidacy,653
male,Saudi,3,17,Governmental,Qaseem,Talented-Candidacy,613
female,Saudi,3,17,Private,Riyadh,Self-Candidacy,587
female,Saudi,3,17,Governmental,Riyadh,Talented-Candidacy,660
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,693
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,687
female,Saudi,3,17,Governmental,Mecca,Talented-Candidacy,713
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,700
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,613
male,Saudi,3,17,Private,Mecca,Self-Candidacy,700
male,Saudi,3,17,Governmental,Hudud-Shimaliyyah,Talented-Candidacy,667
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,647
male,Saudi,3,17,Private,Hudud-Shimaliyyah,Talented-Candidacy,680
male,Saudi,3,17,Governmental,Eastern,Talented-Candidacy,713
male,Saudi,3,17,Private,Mecca,Self-Candidacy,700
male,Saudi,3,17,Private,Mecca,Self-Candidacy,640
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,660
female,Saudi,3,17,Governmental,Riyadh,Talented-Candidacy,647
female,Saudi,3,16,Governmental,Eastern,Self-Candidacy,647
female,Saudi,3,17,Governmental,Riyadh,Talented-Candidacy,693
male,Saudi,3,17,Governmental,Unknown,Self-Candidacy,667
female,Saudi,3,17,Governmental,Madinah,Self-Candidacy,580
female,Saudi,3,17,Governmental,Jazan,Self-Candidacy,640
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,693
female,Saudi,3,17,Private,Mecca,Self-Candidacy,727
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,633
male,Saudi,3,17,Private,Mecca,Self-Candidacy,713
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,660
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,633
male,Saudi,3,16,Governmental,Qaseem,Self-Candidacy,693
male,Saudi,3,17,Governmental,Eastern,Talented-Candidacy,587
female,Saudi,3,17,Governmental,Riyadh,Talented-Candidacy,653
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,667
female,Saudi,3,17,Private,Mecca,Self-Candidacy,640
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,607
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,607
female,Saudi,3,16,Private,Mecca,Self-Candidacy,713
female,Saudi,3,17,Governmental,Qaseem,Self-Candidacy,500
male,Saudi,3,17,Private,Mecca,Self-Candidacy,747
female,Saudi,3,17,Governmental,Riyadh,Self-Candidacy,680
female,Saudi,3,17,Private,Riyadh,Self-Candidacy,600
male,Saudi,3,17,Governmental,Bahah,Self-Candidacy,613
female,Saudi,3,17,Governmental,Aseer,Self-Candidacy,593
female,Saudi,3,16,Governmental,Eastern,Self-Candidacy,640
male,Saudi,3,17,Governmental,Mecca,Self-Candidacy,687
male,Saudi,3,17,Private,Riyadh,Talented-Candidacy,627
female,Saudi,3,17,Governmental,Hudud-Shimaliyyah,Talented-Candidacy,700
female,Saudi,3,16,Private,Riyadh,Self-Candidacy,727
male,Saudi,3,17,Governmental,Jazan,Self-Candidacy,620
male,Saudi,3,17,Private,Riyadh,Self-Candidacy,787
male,Saudi,3,17,Governmental,Riyadh,Self-Candidacy,613
female,Saudi,3,17,Governmental,Riyadh,Self-Candidacy,720
female,Saudi,3,16,Governmental,Hudud-Shimaliyyah,Self-Candidacy,520
female,Saudi,3,17,Governmental,Madinah,Self-Candidacy,627
male,Saudi,3,16,Governmental,Eastern,Self-Candidacy,673
male,Saudi,3,17,Private,Riyadh,Self-Candidacy,660
female,Saudi,3,17,Governmental,Riyadh,Self-Candidacy,627
male,Saudi,3,16,Governmental,Mecca,Talented-Candidacy,613
female,Saudi,3,16,Governmental,Eastern,Talented-Candidacy,700
female,Saudi,3,17,Governmental,Riyadh,Self-Candidacy,693
male,Saudi,3,17,Foreign,Riyadh,Self-Candidacy,700
female,Saudi,3,17,Governmental,Riyadh,Talented-Candidacy,640
female,Saudi,3,17,Governmental,Aseer,Self-Candidacy,620
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,607
female,Saudi,3,17,Private,Aseer,Self-Candidacy,693
female,Saudi,3,17,Private,Riyadh,Self-Candidacy,733
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,673
female,Saudi,3,16,Governmental,Riyadh,Self-Candidacy,620
female,Saudi,3,17,Private,Riyadh,Self-Candidacy,560
female,Saudi,3,16,Governmental,Mecca,Self-Candidacy,627
male,Saudi,3,18,Private,Mecca,Self-Candidacy,647
male,Saudi,3,17,Private,Riyadh,Self-Candidacy,660
female,Saudi,3,17,Governmental,Riyadh,Self-Candidacy,660
female,Saudi,3,16,Governmental,Mecca,Self-Candidacy,700
male,Saudi,3,17,Private,Mecca,Self-Candidacy,613
female,Saudi,3,17,Governmental,Riyadh,Self-Candidacy,607
male,Saudi,3,17,Governmental,Aseer,Talented-Candidacy,673
female,Saudi,3,16,Governmental,Eastern,Self-Candidacy,687
male,Saudi,3,17,Private,Eastern,Self-Candidacy,687
male,Saudi,3,16,Private,Eastern,Self-Candidacy,647
female,Saudi,3,16,Governmental,Eastern,Talented-Candidacy,680
female,Saudi,3,16,Governmental,Mecca,Self-Candidacy,653
female,Saudi,3,17,Private,Eastern,Self-Candidacy,607
male,Saudi,3,17,Governmental,Tabuk,Talented-Candidacy,673
male,Saudi,3,16,Private,Riyadh,Self-Candidacy,687
male,Saudi,3,16,Private,Mecca,Self-Candidacy,673
female,Saudi,3,16,Governmental,Bahah,Self-Candidacy,607
male,Saudi,3,16,Governmental,Mecca,Self-Candidacy,640
female,Saudi,3,16,Private,Riyadh,Self-Candidacy,727
female,Saudi,3,17,Private,Eastern,Talented-Candidacy,573
male,Saudi,3,17,Governmental,Mecca,Self-Candidacy,660
female,Saudi,3,17,Governmental,Qaseem,Self-Candidacy,647
female,Saudi,3,16,Governmental,Aseer,Self-Candidacy,607
male,Saudi,3,17,Governmental,Riyadh,Self-Candidacy,773
female,Saudi,3,17,Governmental,Riyadh,Self-Candidacy,600
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,607
female,Saudi,3,16,Governmental,Eastern,Self-Candidacy,727
female,Saudi,3,16,Governmental,Aseer,Self-Candidacy,507
female,Saudi,3,16,Governmental,Hudud-Shimaliyyah,Talented-Candidacy,607
male,Saudi,3,17,Private,Mecca,Self-Candidacy,707
male,Saudi,3,17,Private,Mecca,Self-Candidacy,720
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,633
male,Saudi,3,16,Governmental,Jazan,Talented-Candidacy,560
female,Saudi,3,16,Governmental,Jazan,Talented-Candidacy,667
female,Saudi,3,17,Governmental,Tabuk,Self-Candidacy,727
female,Saudi,3,17,Private,Mecca,Self-Candidacy,673
male,Saudi,3,17,Governmental,Mecca,Self-Candidacy,607
female,Saudi,3,16,Governmental,Eastern,Self-Candidacy,600
male,Saudi,3,16,Private,Riyadh,Talented-Candidacy,660
female,Saudi,3,16,Governmental,Eastern,Self-Candidacy,733
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,653
female,Saudi,3,17,Governmental,Qaseem,Self-Candidacy,667
female,Saudi,3,17,Governmental,Qaseem,Self-Candidacy,700
female,Saudi,3,17,Governmental,Aseer,Self-Candidacy,747
female,Saudi,3,16,Governmental,Mecca,Self-Candidacy,507
female,Saudi,3,16,Governmental,Aseer,Self-Candidacy,580
